date;no;no2;nox;so2
2015-12-25;9,38;26,54;36,21;1,59
2015-12-26;12,21;24,83;37,29;1,0
2015-12-27;5,08;19,54;24,88;1,0
2015-12-28;28,13;38,58;66,75;1,45
2015-12-29;30,54;37,58;68,33;1,0
2015-12-30;16,75;33,13;50,04;1,0
2015-12-31;14,57;36,52;51,19;1,0
2016-01-01;11,09;26,74;38,0;1,0
2016-01-02;4,14;16,43;20,76;1,0
2016-01-03;2,5;14,67;17,56;1,04
2016-01-04;3,5;16,5;20,42;1,04
2016-01-05;4,5;11,96;16,63;1,04
2016-01-06;1,04;7,0;8,17;1,04
2016-01-07;3,67;20,42;24,42;1,0
2016-01-08;12,71;26,58;39,29;1,0
2016-01-09;7,33;18,04;25,5;1,0
2016-01-10;1,4;20,55;22,73;2,33
2016-01-11;1,17;6,5;7,83;1,46
2016-01-12;1,42;8,71;10,21;1,71
2016-01-13;16,15;32,69;49,08;2,31
2016-01-14;9,08;21,58;30,83;1,45
2016-01-15;2,42;15,83;18,46;3,63
2016-01-16;1,08;6,13;7,25;1,46
2016-01-17;8,25;20,29;28,58;1,17
2016-01-18;14,17;37,67;51,96;1,08
2016-01-19;27,0;32,43;59,61;1,25
2016-01-20;16,23;38,46;54,77;1,17
2016-01-21;26,75;35,71;62,67;2,46
2016-01-22;33,21;35,58;68,96;1,83
2016-01-23;16,25;34,67;51,21;1,17
2016-01-24;11,63;26,42;38,38;1,29
2016-01-25;8,79;21,13;30,17;2,88
2016-01-26;16,7;30,61;47,7;2,59
2016-01-27;6,63;20,13;26,96;2,33
2016-01-28;17,92;29,83;47,92;2,13
2016-01-29;26,21;32,29;58,75;1,46
2016-01-30;8,21;20,54;28,92;1,25
2016-01-31;3,54;18,33;22,08;2,29
2016-02-01;6,17;22,54;28,96;2,25
2016-02-02;25,29;34,63;60,29;1,71
2016-02-03;16,04;29,38;45,79;1,55
2016-02-04;9,96;36,13;46,46;2,83
2016-02-05;13,38;41,29;54,75;2,46
2016-02-06;11,29;38,96;50,38;1,75
2016-02-07;3,88;17,67;21,79;1,63
2016-02-08;8,96;22,58;31,71;2,04
2016-02-09;4,05;15,73;19,64;1,59
2016-02-10;1,42;15,88;17,21;1,42
2016-02-11;10,96;27,5;38,42;1,08
2016-02-12;31,38;21,0;52,58;1,21
2016-02-13;2,79;12,63;15,25;1,0
2016-02-14;1,08;6,58;7,33;1,0
2016-02-15;2,95;17,26;20,21;1,0
2016-02-16;10,63;28,21;39,08;1,0
2016-02-17;2,5;19,25;21,63;1,0
2016-02-18;11,96;44,46;56,75;1,0
2016-02-19;10,58;33,92;44,75;1,0
2016-02-20;10,5;33,7;44,4;1,0
2016-02-21;;;;1,04
2016-02-22;1,3;18,9;20,1;1,0
2016-02-23;2,5;29,67;32,29;1,0
2016-02-24;15,41;42,27;57,82;1,08
2016-02-25;19,1;34,7;53,7;4,72
2016-02-26;9,18;29,76;39,57;2,0
2016-02-27;1,29;19,04;20,33;1,0
2016-02-28;1,09;10,17;11,17;1,48
2016-02-29;1,04;11,74;12,43;1,13
2016-03-01;1,07;18,07;18,8;2,21
2016-03-02;10,23;19,73;30,05;3,24
2016-03-03;1,0;6,33;7,04;1,04
2016-03-04;7,33;21,42;28,75;1,75
2016-03-05;1,08;7,0;7,79;1,0
2016-03-06;1,13;8,75;9,75;1,0
2016-03-07;2,42;23,96;26,5;1,0
2016-03-08;2,67;29,17;31,88;1,0
2016-03-09;14,0;37,58;51,75;3,71
2016-03-10;4,29;22,63;27,0;3,96
2016-03-11;8,54;36,71;45,42;1,0
2016-03-12;1,45;24,8;26,1;1,0
2016-03-14;2,0;30,83;32,83;3,36
2016-03-15;13,09;32,73;45,91;3,33
2016-03-16;2,13;26,04;28,08;2,46
2016-03-17;4,13;24,92;29,25;1,0
2016-03-18;10,21;29,17;39,5;1,0
2016-03-19;4,92;33,54;38,5;1,04
2016-03-20;1,75;18,04;19,71;1,25
2016-03-21;5,04;25,79;31,08;1,0
2016-03-22;;26,04;30,04;1,0
2016-03-23;1,38;18,88;20,17;1,25
2016-03-24;6,17;28,75;34,96;1,0
2016-03-25;2,75;20,83;23,79;1,0
2016-03-26;3,33;15,88;19,21;1,0
2016-03-27;1,3;14,61;15,83;1,04
2016-03-28;1,17;8,92;9,92;1,0
2016-03-29;11,63;22,42;33,92;1,0
2016-03-30;10,13;38,42;48,5;1,0
2016-03-31;5,58;31,5;37,13;1,0
2016-04-01;1,88;20,21;22,0;1,13
2016-04-02;1,79;20,13;21,92;1,21
2016-04-03;2,38;16,0;18,29;1,04
2016-04-04;8,58;26,54;35,38;1,29
2016-04-05;1,38;19,85;21,38;2,79
2016-04-06;1,73;27,36;29,36;3,0
2016-04-07;2,0;21,67;23,67;1,0
2016-04-08;2,29;17,88;20,08;1,0
2016-04-09;1,13;7,67;8,42;1,08
2016-04-10;2,46;15,63;17,92;1,0
2016-04-11;1,5;12,5;13,79;1,13
2016-04-12;6,08;21,58;27,54;1,13
2016-04-13;5,5;16,13;21,5;1,0
2016-04-14;7,58;22,75;30,21;1,04
2016-04-15;4,96;27,5;32,42;1,13
2016-04-16;4,13;17,42;21,42;1,17
2016-04-17;1,13;5,88;6,75;1,13
2016-04-18;7,58;27,96;35,5;1,0
2016-04-19;5,08;32,0;37,13;1,0
2016-04-20;1,0;15,86;16,5;1,52
2016-04-21;1,58;22,58;24,21;1,04
2016-04-22;9,04;28,58;37,83;1,46
2016-04-23;2,42;14,88;17,29;1,17
2016-04-24;1,96;14,75;16,75;1,0
2016-04-25;1,04;8,75;9,58;1,0
2016-04-26;9,54;28,96;38,54;1,0
2016-04-27;1,63;22,17;23,71;1,0
2016-04-28;1,75;19,33;20,92;1,0
2016-04-29;4,29;16,54;20,88;1,0
2016-04-30;2,92;18,5;21,29;1,0
2016-05-01;1,0;9,75;10,54;1,08
2016-05-02;1,13;15,92;16,75;1,54
2016-05-03;6,46;34,46;41,13;1,25
2016-05-04;7,54;22,79;30,25;1,13
2016-05-05;5,57;24,81;30,52;1,27
2016-05-06;2,13;21,33;23,42;1,0
2016-05-07;1,13;15,25;16,38;1,0
2016-05-08;1,17;12,96;13,96;1,0
2016-05-09;2,09;18,73;20,95;1,0
2016-05-10;10,38;25,04;35,75;1,0
2016-05-11;9,08;14,08;23,08;1,29
2016-05-12;6,92;18,04;25,0;1,63
2016-05-13;6,08;23,79;30,21;1,71
2016-05-14;1,63;18,08;19,58;1,13
2016-05-15;1,67;17,79;19,54;1,0
2016-05-16;1,38;17,21;18,58;1,13
2016-05-17;5,25;19,71;25,08;1,04
2016-05-18;7,04;21,38;28,42;1,0
2016-05-19;4,7;15,83;20,65;1,0
2016-05-20;6,26;12,7;18,83;1,0
2016-05-21;3,75;9,5;13,29;1,0
2016-05-22;1,83;10,08;11,67;1,0
2016-05-23;2,71;9,63;12,33;1,04
2016-05-24;5,54;15,33;20,88;1,5
2016-05-25;7,58;28,17;35,75;2,0
2016-05-26;4,83;23,46;28,42;1,58
2016-05-27;15,92;33,54;49,54;2,29
2016-05-28;4,38;23,79;28,29;1,25
2016-05-29;1,08;4,63;5,54;1,0
2016-05-30;7,08;22,67;29,71;1,63
2016-05-31;5,36;22,14;27,36;1,09
2016-06-01;3,25;24,33;27,71;1,38
2016-06-02;5,29;23,08;28,29;1,88
2016-06-03;7,67;22,04;29,79;1,46
2016-06-04;3,71;27,71;31,25;1,92
2016-06-05;1,83;10,08;11,63;1,0
2016-06-06;7,13;19,67;26,83;1,55
2016-06-07;9,13;30,71;39,71;5,25
2016-06-08;5,63;24,13;30,0;6,52
2016-06-09;6,13;20,17;26,25;3,63
2016-06-10;3,83;30,75;34,96;3,96
2016-06-11;1,92;21,96;24,0;3,46
2016-06-12;1,33;12,33;13,75;4,3
2016-06-13;2,79;19,71;22,42;2,21
2016-06-14;1,46;10,54;11,92;3,21
2016-06-15;3,95;21,41;25,5;1,73
2016-06-16;1,17;6,71;7,67;1,0
2016-06-17;4,96;18,54;23,42;1,08
2016-06-18;1,13;10,25;11,38;1,13
2016-06-19;1,42;10,92;12,5;2,08
2016-06-20;6,04;21,38;27,63;2,46
2016-06-21;7,21;22,75;29,83;2,04
2016-06-22;7,17;26,58;33,58;3,5
2016-06-23;7,46;21,75;29,13;2,71
2016-06-24;2,08;14,25;16,33;2,58
2016-06-25;4,5;22,88;27,17;2,88
2016-06-26;1,63;11,0;12,63;1,21
2016-06-27;3,46;11,17;14,5;1,0
2016-06-28;7,54;22,88;30,5;1,25
2016-06-29;3,29;23,38;26,75;1,13
2016-06-30;6,92;27,5;34,54;1,25
2016-07-01;5,79;24,46;30,38;1,04
2016-07-02;3,58;20,58;24,0;1,21
2016-07-03;1,21;11,46;12,83;1,0
2016-07-04;7,0;28,54;35,58;1,04
2016-07-05;4,83;29,08;34,08;1,0
2016-07-06;3,29;18,17;21,29;1,74
2016-07-07;5,42;26,83;32,08;3,04
2016-07-08;5,71;36,5;42,25;3,38
2016-07-09;1,71;22,38;24,17;1,21
2016-07-10;1,38;11,88;13,25;1,63
2016-07-11;4,58;31,17;35,58;1,79
2016-07-12;4,0;21,63;25,71;1,0
2016-07-13;1,25;9,71;10,58;1,33
2016-07-14;1,29;9,54;11,04;1,38
2016-07-15;1,58;9,92;11,67;1,0
2016-07-16;2,75;16,38;19,21;1,38
2016-07-17;1,46;14,92;16,5;5,29
2016-07-18;6,35;27,09;33,57;2,71
2016-07-19;6,21;16,88;23,0;1,04
2016-07-20;6,38;26,46;32,92;1,21
2016-07-21;5,71;31,33;37,13;1,17
2016-07-22;6,29;30,58;36,71;1,0
2016-07-23;1,58;13,08;14,88;1,08
2016-07-24;1,63;15,46;17,0;1,75
2016-07-25;5,88;15,17;20,96;1,04
2016-07-26;5,0;22,83;27,79;1,88
2016-07-27;5,42;20,04;25,58;2,5
2016-07-28;3,0;16,29;19,13;1,92
2016-07-29;5,04;15,42;20,33;1,46
2016-07-30;3,5;20,13;23,63;1,38
2016-07-31;2,0;17,25;19,38;1,0
2016-08-01;1,46;7,75;8,96;1,3
2016-08-02;1,75;9,29;10,96;1,42
2016-08-03;4,92;15,63;20,54;2,04
2016-08-04;4,67;18,75;23,38;3,04
2016-08-05;1,71;11,08;12,75;2,13
2016-08-06;2,17;13,42;15,5;1,21
2016-08-07;2,67;17,54;20,25;1,21
2016-08-08;3,36;14,73;18,14;1,0
2016-08-09;4,92;24,29;29,25;1,25
2016-08-10;3,04;13,71;16,75;1,0
2016-08-11;2,0;13,5;15,71;1,0
2016-08-12;2,54;16,71;19,29;1,29
2016-08-13;3,96;21,5;25,42;1,04
2016-08-14;3,92;19,29;23,04;1,0
2016-08-15;2,21;11,29;13,46;1,5
2016-08-16;4,75;15,42;20,08;1,46
2016-08-17;2,63;17,17;19,92;1,42
2016-08-18;3,21;21,21;24,54;1,54
2016-08-19;5,08;19,88;24,96;1,04
2016-08-20;3,46;18,71;22,0;2,21
2016-08-21;1,04;10,29;11,21;2,29
2016-08-22;4,63;20,17;24,71;1,42
2016-08-23;7,29;27,79;35,08;1,25
2016-08-24;7,63;33,0;40,67;1,17
2016-08-25;7,14;36,41;43,36;1,36
2016-08-26;7,29;30,17;37,67;1,13
2016-08-27;3,42;19,0;22,46;1,0
2016-08-28;1,96;16,54;18,33;1,0
2016-08-29;1,29;17,96;19,17;1,21
2016-08-30;3,25;15,71;18,88;1,04
2016-08-31;7,25;27,21;34,54;1,0
2016-09-01;6,21;26,63;32,75;1,0
2016-09-02;7,13;25,5;32,46;1,04
2016-09-03;2,71;21,75;24,29;1,08
2016-09-04;1,71;23,46;25,21;1,04
2016-09-05;6,75;42,58;49,58;1,25
2016-09-06;5,17;25,75;30,92;1,13
2016-09-07;3,79;29,08;32,83;1,25
2016-09-08;3,24;23,0;26,1;1,68
2016-09-09;3,13;22,04;25,21;1,21
2016-09-10;2,0;14,54;16,75;1,96
2016-09-11;2,17;14,71;16,79;1,13
2016-09-12;10,42;20,75;31,29;1,13
2016-09-13;4,0;23,5;27,63;1,25
2016-09-14;3,33;14,42;17,75;1,38
2016-09-15;14,13;20,83;35,13;1,92
2016-09-16;13,33;27,04;40,67;3,33
2016-09-17;2,08;14,33;16,54;1,25
2016-09-18;2,54;15,17;17,67;1,08
2016-09-19;3,21;20,83;24,21;2,04
2016-09-20;8,58;31,5;40,0;2,83
2016-09-21;9,82;30,95;40,82;2,45
2016-09-22;8,75;34,71;43,63;2,75
2016-09-23;13,47;41,84;55,37;1,16
2016-09-26;4,0;15,29;19,43;
2016-09-27;9,58;26,33;35,92;1,0
2016-09-28;8,17;30,67;38,92;1,0
2016-09-29;8,14;28,64;36,77;1,65
2016-09-30;5,79;21,33;27,21;1,08
2016-10-01;4,25;21,17;25,54;1,42
2016-10-02;2,29;20,0;22,29;1,88
2016-10-03;3,63;22,38;26,13;2,33
2016-10-04;8,75;30,67;39,5;1,79
2016-10-05;13,33;31,75;45,08;2,58
2016-10-06;6,58;42,88;49,54;1,54
2016-10-07;12,71;30,21;43,04;2,21
2016-10-08;4,92;24,42;29,46;1,29
2016-10-09;1,58;21,63;23,29;1,0
2016-10-10;7,83;36,08;44,13;1,75
2016-10-11;16,42;42,04;58,46;3,21
2016-10-12;2,88;26,96;29,75;6,08
2016-10-13;11,04;42,38;53,33;4,82
2016-10-14;2,5;16,09;18,68;1,71
2016-10-15;10,71;23,88;34,38;2,42
2016-10-16;3,96;20,04;24,25;1,63
2016-10-17;17,75;36,75;54,83;2,5
2016-10-18;13,67;25,46;39,29;3,67
2016-10-19;17,75;36,13;53,79;3,79
2016-10-20;8,04;28,25;36,21;2,09
2016-10-21;5,21;31,29;36,79;1,29
2016-10-22;4,42;38,38;43,0;1,96
2016-10-23;9,96;22,58;32,63;2,17
2016-10-24;5,56;17,89;23,78;1,0
2016-10-25;;;;1,83
2016-10-26;47,11;45,22;92,56;2,59
2016-10-27;30,08;35,5;65,63;1,83
2016-10-28;21,92;29,46;51,58;1,25
2016-10-29;17,67;18,07;35,8;1,27
2016-10-30;;;;1,29
2016-10-31;;;;1,13
2016-11-01;;;;1,0
2016-11-02;;;;1,14
2016-11-03;8,3;28,8;37,3;1,65
2016-11-04;12,96;30,25;43,54;1,63
2016-11-05;4,06;9,28;13,67;1,0
2016-11-06;1,21;4,04;5,29;
2016-11-07;5,75;12,29;18,25;1,08
2016-11-08;8,54;16,42;25,17;1,46
2016-11-09;2,5;10,46;13,21;1,83
2016-11-10;9,2;16,35;25,85;1,76
2016-11-11;11,33;36,21;47,79;1,38
2016-11-12;9,67;30,29;40,25;1,5
2016-11-13;6,71;33,29;40,17;1,29
2016-11-14;8,71;29,29;38,13;1,08
2016-11-15;27,21;42,5;69,92;2,04
2016-11-16;29,0;42,54;71,83;2,0
2016-11-17;27,38;47,46;75,04;3,82
2016-11-18;23,04;36,79;59,83;2,77
2016-11-19;7,13;26,25;33,29;1,42
2016-11-20;7,29;23,29;30,96;2,71
2016-11-21;1,21;9,33;10,54;1,0
2016-11-22;8,71;23,92;32,92;1,13
2016-11-23;1,38;20,38;22,08;1,0
2016-11-24;4,33;15,58;20,0;1,0
2016-11-25;19,63;31,5;51,08;2,46
2016-11-26;14,63;26,25;41,08;4,21
2016-11-27;1,58;17,58;19,25;2,04
2016-11-28;25,79;32,67;58,83;1,04
2016-11-29;22,25;31,96;54,71;1,46
2016-11-30;25,67;34,33;60,04;1,46
2016-12-01;29,13;36,63;66,0;1,42
2016-12-02;21,79;29,08;51,13;1,29
2016-12-03;12,79;31,79;44,67;1,25
2016-12-04;6,04;24,63;30,79;1,67
2016-12-05;2,42;24,71;27,21;1,75
2016-12-06;15,13;30,0;45,38;1,08
2016-12-07;24,71;34,08;59,0;1,25
2016-12-08;16,58;28,13;45,0;1,0
2016-12-09;28,75;40,5;69,54;2,0
2016-12-10;10,79;32,42;43,46;2,29
2016-12-11;4,13;23,25;27,67;2,58
2016-12-12;15,42;34,5;50,17;1,96
2016-12-13;29,04;39,0;68,33;2,25
2016-12-14;30,04;35,63;65,96;1,46
2016-12-15;51,42;39,46;91,04;3,17
2016-12-16;23,83;32,91;57,17;1,63
2016-12-17;3,5;16,75;20,29;1,08
2016-12-18;7,21;27,5;34,92;1,0
2016-12-19;18,58;35,54;54,38;1,08
2016-12-20;1,71;12,5;14,42;2,08
2016-12-21;6,54;21,54;28,21;2,04
2016-12-22;17,73;30,95;48,91;1,35
2016-12-23;10,4;31,2;41,5;2,0
2016-12-27;53,77;52,92;106,92;4,62
2016-12-28;27,71;37,92;66,0;3,17
2016-12-29;24,92;36,21;61,0;2,17
2016-12-30;28,79;35,92;65,17;2,75
2016-12-31;15,04;28,92;44,29;1,08
2017-01-01;7,04;22,13;29,38;1,0
2017-01-02;17,08;29,17;46,29;1,0
2017-01-03;13,83;28,88;43,17;1,0
2017-01-04;19,58;28,88;48,79;1,0
2017-01-05;10,46;33,46;44,17;1,58
2017-01-06;9,79;32,42;42,33;1,21
2017-01-07;10,04;35,46;45,79;1,63
2017-01-08;3,92;27,96;32,08;1,46
2017-01-09;11,71;31,67;43,63;1,0
2017-01-10;17,08;35,42;52,75;1,04
2017-01-11;29,75;33,63;63,63;1,71
2017-01-12;19,5;32,59;52,32;1,36
2017-01-13;2,04;11,21;13,29;1,0
2017-01-14;3,0;11,29;14,29;1,04
2017-01-15;2,13;15,92;18,13;1,83
2017-01-16;26,58;48,54;75,38;2,21
2017-01-17;8,58;27,96;36,63;1,17
2017-01-18;13,29;37,25;50,67;1,58
2017-01-19;18,96;35,96;55,25;1,38
2017-01-20;2,08;20,13;22,29;1,0
2017-01-21;1,67;13,67;15,54;1,0
2017-01-22;1,42;13,83;15,38;1,0
2017-01-23;7,38;23,46;31,0;1,0
2017-01-24;10,79;25,63;36,29;1,04
2017-01-25;27,0;46,46;73,54;1,13
2017-01-26;10,42;41,5;52,21;1,29
2017-01-27;4,64;45,77;50,59;1,0
2017-01-28;2,17;15,13;17,52;1,09
2017-01-29;6,13;19,13;25,5;1,54
2017-01-30;24,08;40,42;64,92;1,04
2017-01-31;17,71;30,25;48,25;1,17
2017-02-01;19,67;36,33;56,17;2,08
2017-02-02;13,71;31,0;45,0;1,75
2017-02-03;4,44;25,33;30,11;1,44
2017-02-04;1,38;12,38;13,88;1,0
2017-02-05;1,25;10,79;12,08;1,42
2017-02-06;1,33;6,29;8,0;1,96
2017-02-07;17,29;39,67;57,17;1,54
2017-02-08;2,54;21,46;24,0;1,75
2017-02-09;11,25;33,25;44,79;1,63
2017-02-10;12,46;43,29;55,96;1,54
2017-02-11;11,0;30,92;42,13;1,0
2017-02-12;1,25;8,13;9,54;1,96
2017-02-13;1,33;19,42;20,58;1,88
2017-02-14;11,39;24,52;35,96;1,27
2017-02-15;12,63;29,46;42,25;1,67
2017-02-16;17,88;27,96;45,83;1,54
2017-02-17;12,75;32,75;45,88;1,25
2017-02-18;7,88;31,5;39,54;1,83
2017-02-19;5,0;24,29;29,5;1,04
2017-02-20;9,83;22,46;32,46;1,04
2017-02-21;8,08;32,46;44,13;1,42
2017-02-22;11,33;41,29;58,0;2,63
2017-02-23;32,83;52,63;102,54;2,25
2017-02-24;42,08;47,08;111,08;1,04
2017-02-25;2,83;15,25;19,08;1,0
2017-02-26;4,46;17,54;23,88;1,42
2017-02-27;9,68;18,82;32,95;1,23
2017-02-28;5,17;12,33;19,58;1,54
2017-03-01;1,88;9,46;11,75;1,83
2017-03-02;11,42;40,0;57,0;1,75
2017-03-03;5,92;34,46;43,08;1,46
2017-03-04;1,13;5,38;6,13;1,0
2017-03-05;3,25;15,79;20,13;1,0
2017-03-06;5,96;15,42;24,0;1,17
2017-03-07;3,17;19,13;23,25;2,29
2017-03-08;9,04;36,38;50,04;1,67
2017-03-09;15,42;41,0;63,88;2,58
2017-03-10;21,17;39,56;71,5;1,39
2017-03-12;21,17;39,56;71,5;1,39
2017-03-13;2,46;19,92;23,23;1,0
2017-03-14;7,87;29,61;41,04;1,43
2017-03-15;11,33;38,29;55,04;2,75
2017-03-16;11,17;41,83;58,21;2,58
2017-03-17;11,54;36,17;53,21;3,21
2017-03-18;4,54;29,54;35,92;3,67
2017-03-19;3,04;27,88;31,88;2,38
2017-03-20;10,04;38,96;53,71;2,33
2017-03-21;11,79;37,13;54,79;2,04
2017-03-22;6,38;20,96;30,17;2,13
2017-03-23;1,42;11,54;;1,63
2017-03-24;5,75;35,63;43,92;1,92
2017-03-25;3,08;18,79;22,83;1,63
2017-03-26;4,09;24,39;30,04;2,39
2017-03-27;13,44;36,69;56,81;1,69
2017-03-28;6,0;41,85;50,46;1,0
2017-03-29;12,92;32,79;51,96;2,42
2017-03-30;10,96;26,08;42,33;1,96
2017-03-31;11,08;29,54;45,83;1,67
2017-04-01;4,75;16,58;23,0;1,25
2017-04-02;1,96;15,13;17,5;1,88
2017-04-03;3,25;21,63;26,21;1,29
2017-04-04;8,46;21,75;34,08;1,92
2017-04-05;2,09;25,18;27,5;2,04
2017-04-06;5,92;28,5;36,58;2,75
2017-04-07;5,75;30,38;38,46;2,63
2017-04-08;2,0;29,71;32,25;2,5
2017-04-09;1,08;19,13;19,83;2,38
2017-04-10;7,64;28,0;39,18;1,82
2017-04-11;1,23;41,62;42,46;1,0
2017-04-12;2,25;30,29;33,08;2,0
2017-04-13;4,38;34,33;40,5;2,04
2017-04-14;1,17;27,17;28,25;2,46
2017-04-15;1,25;25,38;26,13;1,58
2017-04-16;1,08;13,0;13,92;1,38
2017-04-17;1,17;21,13;22,21;2,08
2017-04-18;6,54;28,25;37,38;1,67
2017-04-19;1,0;26,83;27,42;2,25
2017-04-20;2,48;28,38;31,62;2,26
2017-04-21;8,17;28,04;39,83;2,0
2017-04-22;3,63;16,67;21,17;2,0
2017-04-23;2,63;18,17;21,33;3,21
2017-04-24;8,75;26,29;38,92;2,96
2017-04-25;7,38;18,92;29,46;2,58
2017-04-26;2,48;28,62;31,67;1,5
2017-04-27;2,04;11,54;14,0;1,58
2017-04-28;8,79;18,92;31,88;2,63
2017-04-29;4,17;18,88;24,75;2,29
2017-04-30;1,08;6,92;7,92;1,67
2017-05-01;1,67;8,25;9,96;2,5
2017-05-02;7,5;22,63;33,29;2,38
2017-05-03;5,04;35,04;42,38;2,46
2017-05-04;5,45;23,59;31,18;2,18
2017-05-05;4,33;23,0;29,29;2,04
2017-05-06;1,33;8,29;9,5;2,0
2017-05-07;3,42;19,04;23,54;3,17
2017-05-08;6,96;25,08;35,08;3,5
2017-05-09;10,5;33,79;49,42;3,13
2017-05-10;7,17;25,25;35,54;2,29
2017-05-11;1,81;12,56;14,5;1,47
2017-05-12;3,46;11,25;16,33;1,46
2017-05-13;1,17;7,0;8,25;2,0
2017-05-14;3,0;20,67;24,75;3,21
2017-05-15;12,38;32,48;51,29;2,41
2017-05-16;10,38;37,42;53,08;3,38
2017-05-17;11,5;35,08;52,5;3,83
2017-05-18;10,42;26,67;42,13;2,35
2017-05-19;5,58;10,75;19,17;1,83
2017-05-20;7,5;18,04;29,33;3,21
2017-05-21;6,38;11,42;21,0;2,54
2017-05-22;8,79;22,83;36,0;3,46
2017-05-23;11,67;32,33;49,96;2,83
2017-05-24;7,88;20,29;32,21;1,83
2017-05-25;8,38;21,29;33,63;2,67
2017-05-26;8,24;31,05;43,19;2,21
2017-05-27;2,58;18,63;21,71;1,58
2017-05-28;2,88;24,04;27,58;2,71
2017-05-29;6,88;32,83;42,54;3,33
2017-05-30;2,7;31,35;34,57;2,39
2017-05-31;7,5;30,79;41,5;3,29
2017-06-01;6,54;29,88;39,04;4,29
2017-06-02;8,45;27,59;39,59;2,04
2017-06-03;1,46;14,58;15,67;1,04
2017-06-04;1,13;9,96;10,39;1,57
2017-06-05;2,42;11,46;14,13;1,83
2017-06-06;7,83;22,75;33,79;2,79
2017-06-07;1,33;8,17;9,17;1,71
2017-06-08;1,33;9,54;10,54;1,21
2017-06-09;5,0;22,38;29,21;2,13
2017-06-10;3,67;20,5;25,33;2,54
2017-06-11;2,38;19,42;22,21;3,79
2017-06-12;9,27;37,0;50,32;4,41
2017-06-13;7,13;32,04;42,13;2,96
2017-06-14;5,08;23,08;29,88;2,71
2017-06-15;5,0;38,0;44,54;3,96
2017-06-16;5,38;36,63;43,88;2,92
2017-06-17;3,04;22,38;26,0;2,67
2017-06-18;3,13;21,88;25,67;2,5
2017-06-19;6,25;28,79;37,58;2,17
2017-06-20;4,92;11,04;17,29;2,04
2017-06-21;3,33;19,88;24,0;2,71
2017-06-22;4,17;19,88;25,08;3,21
2017-06-23;4,21;16,63;21,92;3,5
2017-06-24;3,04;17,21;20,88;3,0
2017-06-25;1,29;11,88;12,83;1,71
2017-06-26;4,04;23,58;28,96;2,71
2017-06-27;4,0;22,63;27,75;2,08
2017-06-28;1,46;10,67;11,79;2,08
2017-06-29;3,57;12,04;16,43;2,3
2017-06-30;3,21;12,38;16,46;2,54
2017-07-01;1,92;11,75;13,75;3,04
2017-07-02;1,58;11,63;13,08;2,83
2017-07-03;5,58;22,0;29,63;2,58
2017-07-04;7,88;27,42;38,67;4,08
2017-07-05;9,08;33,33;46,25;4,71
2017-07-06;5,04;33,0;40,17;2,17
2017-07-07;6,46;37,75;46,71;1,29
2017-07-08;1,54;23,29;24,67;1,83
2017-07-09;1,33;11,75;12,83;1,83
2017-07-10;5,13;22,25;28,88;1,38
2017-07-11;4,5;24,21;30,13;1,54
2017-07-12;9,08;22,5;35,38;1,46
2017-07-13;3,58;12,25;16,63;1,0
2017-07-14;1,29;8,1;8,81;1,05
2017-07-15;2,54;14,25;17,17;1,25
2017-07-16;3,38;16,63;20,83;1,63
2017-07-17;6,13;23,83;32,33;2,33
2017-07-18;4,58;21,63;27,71;1,88
2017-07-19;3,63;21,46;26,29;2,21
2017-07-20;1,75;14,88;16,88;1,25
2017-07-21;2,27;19,73;22,5;1,67
2017-07-22;3,29;18,67;22,67;2,33
2017-07-23;2,94;18,78;22,39;2,16
2017-07-24;12,37;19,32;36,32;1,95
2017-07-25;5,56;11,0;18,5;1,15
2017-07-26;3,21;14,58;18,67;2,33
2017-07-27;6,21;21,83;30,71;2,46
2017-07-28;6,5;25,1;34,1;2,05
2017-07-29;;;;2,17
2017-07-30;;;;2,83
2017-07-31;;;;1,54
2017-08-01;3,52;33,22;37,52;1,08
2017-08-02;8,67;30,13;42,42;1,17
2017-08-03;9,71;44,46;58,75;1,63
2017-08-04;8,08;35,04;46,63;2,17
2017-08-05;2,0;14,88;16,63;1,0
2017-08-06;1,67;12,96;14,5;1,13
2017-08-07;2,75;10,08;12,96;1,75
2017-08-08;1,71;15,62;17,24;1,4
2017-08-09;2,63;19,25;22,38;1,5
2017-08-10;1,42;9,83;10,96;2,29
2017-08-11;2,75;15,83;19,04;2,54
2017-08-12;2,54;16,04;18,96;2,67
2017-08-13;2,04;12,67;14,88;2,42
2017-08-14;3,92;16,67;21,5;2,33
2017-08-15;3,0;20,04;23,67;1,92
2017-08-16;4,25;22,75;28,29;1,04
2017-08-17;4,29;19,96;25,5;1,46
2017-08-18;4,08;17,0;22,04;1,75
2017-08-19;1,58;13,08;14,25;1,08
2017-08-20;1,21;6,92;7,67;2,0
2017-08-21;4,04;18,75;23,96;2,0
2017-08-22;4,79;12,88;19,04;1,96
2017-08-23;4,14;15,91;21,23;1,45
2017-08-24;4,46;22,46;28,17;1,29
2017-08-25;5,21;26,63;33,63;1,58
2017-08-26;3,38;22,38;26,46;1,04
2017-08-27;2,46;18,21;21,08;1,71
2017-08-28;4,92;25,29;31,83;1,04
2017-08-29;3,75;15,17;19,67;1,42
2017-08-30;1,09;7,5;7,86;1,0
2017-08-31;1,67;17,61;19,06;1,06
2017-09-01;3,63;16,0;20,88;1,92
2017-09-02;1,46;11,83;13,29;2,38
2017-09-03;1,71;16,25;17,96;2,13
